	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YGR185C	gene-YGR185C	1015.47760885101	2.96779633247734	0.467904500373961	6.34273944812543	2.25714994792144e-10	1.54220959556459e-09
gene-YBR048W	gene-YBR048W	3605.39707438343	2.63679434215109	0.415771923155754	6.34192497207972	2.26911824769285e-10	1.54857368132021e-09
gene-YJL057C	gene-YJL057C	465.814984608219	-3.00103041834695	0.473584082351174	-6.33684815470976	2.34512903167101e-10	1.59857802567761e-09
gene-YJR123W	gene-YJR123W	15615.0541924469	2.82440814171799	0.445867378599187	6.33463733227499	2.37900189091892e-10	1.61977549982636e-09
gene-YDR325W	gene-YDR325W	150.849205861535	3.0067247703306	0.474920585138078	6.33100536052029	2.43568881972573e-10	1.65643872530299e-09
gene-YPR185W	gene-YPR185W	147.026405804539	-3.53584878304083	0.558566919926574	-6.33021515757795	2.44819573846733e-10	1.66300606914515e-09
gene-YOL108C	gene-YOL108C	503.48078015123	-2.74308714234779	0.433698885689171	-6.32486555271839	2.53453162563278e-10	1.71965023669387e-09
gene-YOL125W	gene-YOL125W	448.242480563609	2.77122861753775	0.438272288108788	6.32307515835881	2.56408506606611e-10	1.73768134268243e-09
gene-YHR021C	gene-YHR021C	3240.36224446109	2.78139785048058	0.440045256443152	6.32070863111303	2.60366545193423e-10	1.76245799443576e-09
gene-YML091C	gene-YML091C	461.259501038073	-2.92790446519844	0.463297371211541	-6.31970878129925	2.62056677584907e-10	1.77184323720502e-09
gene-YKL157W	gene-YKL157W	1648.09624973759	-2.59169261013237	0.410359246479263	-6.31566763115044	2.68997624227082e-10	1.81666798306137e-09
gene-YDR275W	gene-YDR275W	635.533667069744	-2.6734260938486	0.423393732237338	-6.3142788621868	2.71424128795701e-10	1.830936175171e-09
gene-YKR009C	gene-YKR009C	2184.74639088855	-4.4432589197947	0.704043977867876	-6.31105308684075	2.77143099338032e-10	1.86735564045891e-09
gene-YBR145W	gene-YBR145W	281.690220790863	-3.22120074231718	0.510550556177888	-6.30926889284367	2.80356663156926e-10	1.88682944581391e-09
gene-YER044C	gene-YER044C	405.45390176364	-2.81742226353681	0.446634181816186	-6.30812055646993	2.82444182231342e-10	1.89868871350217e-09
gene-YLR197W	gene-YLR197W	3715.04456716701	3.24124528182819	0.51402820902771	6.3055786139812	2.87119221800606e-10	1.9256789186282e-09
gene-YER036C	gene-YER036C	4260.06931708938	2.51519082944749	0.398882271659856	6.30559693460706	2.87085258402568e-10	1.9256789186282e-09
gene-YER028C	gene-YER028C	243.106201321825	2.88822964529483	0.458132924155825	6.30434857005051	2.89408516694988e-10	1.93880447177412e-09
gene-YOL120C	gene-YOL120C	7238.0885808855	3.25702611483502	0.51705084834598	6.29923754163461	2.99113304971881e-10	2.00152079645748e-09
gene-YLR395C	gene-YLR395C	1876.57955389923	-2.50739190400472	0.398218698520348	-6.29651975992432	3.04402492424025e-10	2.03458023286848e-09
gene-YOR311C	gene-YOR311C	579.297265509215	2.57959138007032	0.409847578460002	6.29402615909825	3.09335660809822e-10	2.06518716341569e-09
gene-YOR347C	gene-YOR347C	118.77245445386	-3.58083087464399	0.568989337222199	-6.29331806484384	3.1075067972408e-10	2.07226310421715e-09
gene-YKL191W	gene-YKL191W	583.913727384472	2.58695482495948	0.411258849759532	6.29033229673259	3.16787115908291e-10	2.11010596041653e-09
gene-YML125C	gene-YML125C	509.111455578645	2.83715122189882	0.451585389329476	6.28264618151505	3.32858033944551e-10	2.21462557362195e-09
gene-YBR204C	gene-YBR204C	302.23572155181	-3.28987295903347	0.52387976806882	-6.27982441689042	3.38955609502189e-10	2.25262640255726e-09
gene-YDL075W	gene-YDL075W	5196.62081586355	2.8357376976635	0.451707146794456	6.27782340347576	3.4334556814704e-10	2.27920522199997e-09
gene-YNL239W	gene-YNL239W	1326.19167615774	-2.51690727818982	0.400966143612533	-6.27710672904591	3.44931318751871e-10	2.28712982376951e-09
gene-YBR230W-A	gene-YBR230W-A	122.027565886451	-3.86472594148098	0.615855451888278	-6.27537830448901	3.48785195276869e-10	2.3100585861981e-09
gene-YCR005C	gene-YCR005C	4864.33018791657	-3.55214736394378	0.566275720289647	-6.27282300241812	3.54559892701753e-10	2.34564282756772e-09
gene-YLR205C	gene-YLR205C	1035.64567532651	-2.68792602973336	0.428688678445485	-6.27011200641068	3.60788482750395e-10	2.38414586279564e-09
gene-YDR025W	gene-YDR025W	4746.2389967385	2.65060358677224	0.423067008198112	6.26520984952583	3.72323661087984e-10	2.45758887154795e-09
gene-YDR232W	gene-YDR232W	1703.91653962389	2.4667327683003	0.393937330296125	6.26173905998205	3.80707615191624e-10	2.51008919168715e-09
gene-YGL188C-A	gene-YGL188C-A	64.0602374938974	3.69266734097092	0.589981761638833	6.25895168473267	3.87573913488792e-10	2.55247605553849e-09
gene-YLR139C	gene-YLR139C	85.4249643400207	3.5252403393103	0.563441481045521	6.25662195259191	3.93405496431324e-10	2.58796062195803e-09
gene-YNL221C	gene-YNL221C	628.036237487446	2.53633770070769	0.405615389885292	6.25306081562873	4.02485314209599e-10	2.64470924370835e-09
gene-YBL076C	gene-YBL076C	1606.34914181175	2.87667401172769	0.460111709500372	6.25212084876393	4.04915868111991e-10	2.6576873908138e-09
gene-YMR310C	gene-YMR310C	375.031170704061	2.68894859912109	0.430224138945571	6.25011094382428	4.10161225331349e-10	2.68909073012182e-09
gene-YLR344W	gene-YLR344W	3616.51157022421	2.80276926671153	0.448545595223462	6.24857159797817	4.1422333569405e-10	2.70963359167576e-09
gene-YHR161C	gene-YHR161C	679.299935761335	-2.80351059083194	0.448654320568001	-6.24870966868805	4.13857389769024e-10	2.70963359167576e-09
gene-YNL232W	gene-YNL232W	566.682680343661	2.67871106172576	0.42877705581063	6.24732836196539	4.17532696715369e-10	2.72822316386806e-09
gene-YDR339C	gene-YDR339C	947.359637720613	2.56790177669357	0.411211888068364	6.24471677790273	4.24568720959265e-10	2.77109450424755e-09
gene-YJL155C	gene-YJL155C	580.208723081859	-3.17719336107746	0.508846762301331	-6.24390994787538	4.26765755625219e-10	2.78232199337782e-09
gene-YPR193C	gene-YPR193C	96.3022815162427	-4.38420608091624	0.702188897581009	-6.24362774179358	4.27536832060928e-10	2.78423818646821e-09
gene-YDL122W	gene-YDL122W	961.398168276857	2.63160555101704	0.421887360693175	6.23769706372152	4.44059529444914e-10	2.8886146647838e-09
gene-YNL207W	gene-YNL207W	535.499383447969	2.87264903576181	0.460564269552308	6.23723815691167	4.45363697854814e-10	2.89387213472477e-09
gene-YKR011C	gene-YKR011C	289.255869673938	-2.94365465071264	0.472281039366085	-6.23284528776285	4.58038486531045e-10	2.97291943148904e-09
gene-YEL065W	gene-YEL065W	765.42863446518	-3.17758161944567	0.510324456252422	-6.22659090802801	4.76693674724092e-10	3.09056399112786e-09
gene-YHR046C	gene-YHR046C	565.059452604724	3.76555467196832	0.605015099855478	6.22390197016209	4.84940147071974e-10	3.14053913225857e-09
gene-YBR241C	gene-YBR241C	611.899609057347	-3.30398585974703	0.531521253608836	-6.21609359421503	5.09684097183374e-10	3.29712495240021e-09
gene-YBR163W	gene-YBR163W	168.98392161446	2.91188841635979	0.468624150704226	6.21369686556688	5.17523219468528e-10	3.34412844473849e-09
gene-YLR061W	gene-YLR061W	4498.16264076123	3.72283509011208	0.599430590960101	6.2106191213052	5.27762514772898e-10	3.40652021426976e-09
gene-YMR114C	gene-YMR114C	828.560417186627	-3.36170131116393	0.541400280499223	-6.20927146189159	5.32308008645698e-10	3.4320632380637e-09
gene-YBR147W	gene-YBR147W	128.763791749043	-3.47758731712963	0.560149961150153	-6.20831484124201	5.3555773682283e-10	3.44920462953776e-09
gene-YOR107W	gene-YOR107W	835.096542233985	3.92268933341542	0.63211096968527	6.20569729294295	5.44549070197462e-10	3.50324567210826e-09
gene-YGR209C	gene-YGR209C	1866.17120932701	-2.47567339954432	0.398993591698937	-6.204794891574	5.47682851448617e-10	3.51526145060026e-09
gene-YHR018C	gene-YHR018C	736.643347008013	-2.58720013941159	0.416974385646482	-6.20469800657027	5.48020349587845e-10	3.51526145060026e-09
gene-YIL033C	gene-YIL033C	2720.50398484493	-2.83612185879725	0.457096958676163	-6.20463952989576	5.48224150821977e-10	3.51526145060026e-09
gene-YHR088W	gene-YHR088W	1026.26399432136	2.46593225669904	0.397462098782026	6.2041947251212	5.49776794451315e-10	3.52134752538246e-09
gene-YGR032W	gene-YGR032W	3653.51269349941	-3.0578291675888	0.493180683644969	-6.20022087034954	5.63839762356113e-10	3.60746163744289e-09
gene-YDL083C	gene-YDL083C	4322.77698539916	2.95352793703597	0.476623131839307	6.19677841828238	5.76305427408925e-10	3.68317871733962e-09
gene-YEL021W	gene-YEL021W	929.889960255191	2.95313526826189	0.47761485200044	6.18308927348677	6.28591418749624e-10	4.01294412298037e-09
gene-YOR385W	gene-YOR385W	236.174414555049	-3.07269705299553	0.497046523630455	-6.18191035831492	6.33304864973487e-10	4.03861627007682e-09
gene-YOL115W	gene-YOL115W	367.778294656353	2.64122542691992	0.427792188904133	6.17408521105983	6.65476448113221e-10	4.23914309469503e-09
gene-YGR205W	gene-YGR205W	119.13746172298	-3.54146439923816	0.574099101278961	-6.16873357117019	6.88391061340382e-10	4.38032916349087e-09
gene-YIL018W	gene-YIL018W	8687.59729839287	3.04439389856296	0.493593573036236	6.1678151111977	6.92400353303489e-10	4.40104146135714e-09
gene-YER021W	gene-YER021W	1778.212258261	-2.55610126634307	0.414631506840366	-6.16475406276151	7.05927704066824e-10	4.48214162484213e-09
gene-YFR032C-A	gene-YFR032C-A	2099.40047020257	2.75172314283592	0.44697309154872	6.15635078456614	7.44402447648164e-10	4.72129161089896e-09
gene-YNL298W	gene-YNL298W	328.453794267609	2.92614489444418	0.475327054800738	6.15606636502282	7.45739834681005e-10	4.72463836630148e-09
gene-YFR047C	gene-YFR047C	390.655809119915	-2.68583230690797	0.436541886927113	-6.15251912208005	7.62617731692511e-10	4.82632805252256e-09
gene-YPL166W	gene-YPL166W	106.503635091354	-3.96351138499215	0.644409576334769	-6.15060906998862	7.71859564165442e-10	4.87952389697222e-09
gene-YGR192C	gene-YGR192C	48499.9836336743	-2.53047810450232	0.411577053255194	-6.14824875315225	7.83431014932087e-10	4.9473159871523e-09
gene-YDL091C	gene-YDL091C	384.005273622047	-2.67100430652313	0.434860943287659	-6.14220326693325	8.13846170585076e-10	5.13382962742045e-09
gene-YLR426W	gene-YLR426W	89.1422037085637	3.2401359620983	0.527702460401098	6.14008121098303	8.24793031928735e-10	5.1941679004695e-09
gene-YNCM0034C	gene-YNCM0034C	457.32986109938	-2.72012749165697	0.44301718599927	-6.14000444592561	8.25191712722405e-10	5.1941679004695e-09
gene-YDR527W	gene-YDR527W	680.572805729169	2.48901191787677	0.405589118488315	6.1367817932435	8.42099260666335e-10	5.29488058834921e-09
gene-YOL061W	gene-YOL061W	831.151012732004	2.54056877383523	0.414120726586616	6.13485056586236	8.52392793670994e-10	5.35383417768596e-09
gene-YPR115W	gene-YPR115W	759.258530376773	-2.76895892297373	0.451494874226706	-6.13286901145056	8.63082103022583e-10	5.41514416251266e-09
gene-YPR104C	gene-YPR104C	213.27363737145	2.74399457621134	0.447506142813826	6.13174728498177	8.69190985033577e-10	5.44761482026952e-09
gene-YBR006W	gene-YBR006W	284.544139367655	-2.81925745457598	0.460133391984467	-6.12704381748315	8.95268234950272e-10	5.60503235078845e-09
gene-YJR074W	gene-YJR074W	434.078124137	-2.86557530902944	0.46786913541822	-6.12473679518942	9.08336335716264e-10	5.6807529677432e-09
gene-YMR235C	gene-YMR235C	1017.48572144429	2.68727323984154	0.438835262882482	6.12364927601815	9.14560911091356e-10	5.71355772614354e-09
gene-YPL050C	gene-YPL050C	625.042457395466	2.50003747017764	0.408292857187748	6.12314770186644	9.17445742661414e-10	5.72545016944316e-09
gene-YPR098C	gene-YPR098C	676.697600044699	-2.80708570756086	0.458713541939808	-6.11947424898392	9.388460015778e-10	5.8527419008616e-09
gene-YDR382W	gene-YDR382W	5281.9194370971	3.09280150810852	0.505418706941221	6.11928578351614	9.39956965640015e-10	5.85341397493008e-09
gene-YPL163C	gene-YPL163C	228.883510507554	-3.50380701092507	0.572831807822808	-6.11664185381425	9.55678176103255e-10	5.9449703172308e-09
gene-YGR231C	gene-YGR231C	1158.89148612485	-2.53122672336388	0.413895491881185	-6.11561800748123	9.6183474644714e-10	5.97689642760284e-09
gene-YIL087C	gene-YIL087C	838.301937371485	-2.83574115360852	0.463873413253172	-6.11317888154291	9.76657880735373e-10	6.06255184477756e-09
gene-YEL054C	gene-YEL054C	4128.70779681836	2.88192406126057	0.471468043595998	6.11266044519042	9.79837124867339e-10	6.07582319192446e-09
gene-YMR311C	gene-YMR311C	1622.65003160721	-2.62371410255549	0.429486789593838	-6.10895181441252	1.00287598310652e-09	6.21208212465661e-09
gene-YPR113W	gene-YPR113W	661.088332746317	3.0898577753571	0.505867903538574	6.10803285550117	1.00866592694134e-09	6.24132097953626e-09
gene-YPL143W	gene-YPL143W	4192.0315441595	3.07593759304745	0.503703401039216	6.10664447907504	1.01747532952921e-09	6.28916159724888e-09
gene-YIL075C	gene-YIL075C	1867.01971213845	-2.41613611344667	0.395734529108053	-6.10544679761051	1.02513498924411e-09	6.31643364544813e-09
gene-YBR286W	gene-YBR286W	3237.99510776077	-2.46408736584174	0.403585448432292	-6.10549110582002	1.02485062132114e-09	6.31643364544813e-09
gene-YDL072C	gene-YDL072C	526.213625914389	-2.59129931132116	0.424415921112827	-6.1055657491046	1.02437173829431e-09	6.31643364544813e-09
gene-YLR226W	gene-YLR226W	278.339316025382	2.71122636242698	0.444109575448149	6.10485905351419	1.02891438917274e-09	6.33303318652207e-09
gene-YJL110C	gene-YJL110C	549.336609945525	2.50729961909919	0.41075681665667	6.10409740611781	1.03383226437082e-09	6.35659774773841e-09
gene-YOR230W	gene-YOR230W	2465.49796615615	-2.87196221175346	0.471185746894384	-6.09518057513996	1.09313984486571e-09	6.71417999451728e-09
gene-YDR414C	gene-YDR414C	89.8807990918326	3.40588610184829	0.558835407511662	6.09461400632031	1.09701827998218e-09	6.7309165759159e-09
gene-YOR355W	gene-YOR355W	827.891845703873	2.5197661416169	0.413577697746408	6.09260643247242	1.11086938135811e-09	6.8087424792275e-09
gene-YDR120C	gene-YDR120C	622.577319789898	2.54845014981221	0.418763745755612	6.08565133835505	1.16018674709847e-09	7.10355684083899e-09
gene-YMR038C	gene-YMR038C	738.529208808115	2.53412647819031	0.416425363575442	6.08542778574345	1.16180681843755e-09	7.1060196913869e-09
gene-YPR071W	gene-YPR071W	127.743675198221	3.18533752622577	0.523457837470436	6.08518451384477	1.16357230013266e-09	7.10936583379483e-09
gene-YGL169W	gene-YGL169W	507.708059104554	2.77480171809894	0.45613234666759	6.08332589953568	1.17714730430909e-09	7.18478506343464e-09
gene-YGL246C	gene-YGL246C	467.584692857058	2.7067511487227	0.445020109880128	6.08231198687133	1.18461771256278e-09	7.22282586499878e-09
gene-YOL039W	gene-YOL039W	3771.68262064805	3.4279166460093	0.563644124639544	6.08170385560478	1.18912051668288e-09	7.24271212405493e-09
gene-YBR181C	gene-YBR181C	3399.81701899403	2.93640556072805	0.482847552440888	6.08143407972962	1.19112336491292e-09	7.24734602113333e-09
gene-YKL180W	gene-YKL180W	5413.90530494202	2.93036014579053	0.481942535268051	6.08031026802956	1.19950212037665e-09	7.29072382541435e-09
gene-YBR059C	gene-YBR059C	673.423855636011	-2.71614402198435	0.44675319117015	-6.07974173585675	1.20376276087885e-09	7.30900698202718e-09
gene-YJL164C	gene-YJL164C	171.902293292872	-3.4707290348408	0.571099564012498	-6.07727488085571	1.22242115314336e-09	7.41458152660237e-09
gene-YOR046C	gene-YOR046C	859.167234357683	2.46227677255822	0.406039294305909	6.06413420348216	1.32666347154052e-09	8.0385060814527e-09
gene-YHR203C	gene-YHR203C	3275.6356563461	2.62003591000054	0.432073005203555	6.06387318450086	1.32881944433935e-09	8.04321727979263e-09
gene-YPR062W	gene-YPR062W	1025.31753185421	2.43501224650523	0.401599434746647	6.06328604033365	1.33368164550786e-09	8.06428228138688e-09
gene-YGL076C	gene-YGL076C	3749.82084437149	2.78379678319682	0.459253233805019	6.06157252314246	1.34797082476231e-09	8.14224613094002e-09
gene-YOL137W	gene-YOL137W	173.940006601936	2.82231862180079	0.465803677033928	6.05903036183036	1.36944544851134e-09	8.26340661020027e-09
gene-YBR192W	gene-YBR192W	209.208061195553	2.73241516650136	0.451027332729613	6.05820305825993	1.37650565081455e-09	8.29742817407327e-09
gene-YDL166C	gene-YDL166C	344.905792541748	2.64411375968724	0.436500359429271	6.0575293984739	1.38228085420491e-09	8.32364167624938e-09
gene-YNL007C	gene-YNL007C	2176.99140502146	-2.87200932014278	0.474590532078678	-6.05155207703692	1.43456892959605e-09	8.62959763318859e-09
gene-YLR293C	gene-YLR293C	3679.26909636113	2.76973009405966	0.457835970662821	6.04961224442425	1.45194874524757e-09	8.72515028683785e-09
gene-YKL006W	gene-YKL006W	2642.11561049752	3.23167731682675	0.534432635198527	6.04693108912833	1.47630863328048e-09	8.86240830781031e-09
gene-YOL144W	gene-YOL144W	414.098106761741	2.51313690448312	0.416082953959301	6.03999005623514	1.54123725517735e-09	9.23660839821998e-09
gene-YGR161W-C	gene-YGR161W-C	350.79947106791	-2.99351727185375	0.495621170644121	-6.0399301909628	1.54180918249636e-09	9.23660839821998e-09
gene-YPL230W	gene-YPL230W	532.146592214783	-3.65338952345958	0.604970381159861	-6.03895601707843	1.5511451453718e-09	9.28300710076357e-09
gene-YBL054W	gene-YBL054W	634.608160905058	2.83454808445964	0.469522256684119	6.03708992301646	1.56918288925959e-09	9.38133417912878e-09
gene-YOR132W	gene-YOR132W	462.618424214882	-2.65715098667295	0.440770477134448	-6.02842323729962	1.65567002838277e-09	9.88826470380091e-09
gene-YCR054C	gene-YCR054C	118.983542237398	2.9722653983029	0.493333721239072	6.02485755653935	1.69258624579117e-09	1.00984056689074e-08
gene-YHR068W	gene-YHR068W	796.31363807902	2.99864653112481	0.497942469533629	6.02207426479073	1.72195846766915e-09	1.02631538905511e-08
gene-YGR089W	gene-YGR089W	442.29735159471	2.58437557234722	0.429196155210874	6.02143225415769	1.72880381033225e-09	1.02934390135599e-08
gene-YIL017C	gene-YIL017C	397.186878541085	-2.91295771048793	0.483832917745007	-6.02058604045444	1.73786695916701e-09	1.03368539314368e-08
gene-YLR356W	gene-YLR356W	576.744014013046	-3.11263965130375	0.517278854760005	-6.01733402141072	1.77312967256973e-09	1.05358570666439e-08
gene-YNL168C	gene-YNL168C	460.05127490558	-2.56115717677475	0.425716080887618	-6.01611565021161	1.78651959907115e-09	1.06046204075078e-08
gene-YMR128W	gene-YMR128W	653.928606687833	2.46681153108834	0.410124301526177	6.01478995979684	1.80120089397069e-09	1.06809016426006e-08
gene-YHR132W-A	gene-YHR132W-A	670.338186449616	-2.91679093161559	0.485218834345987	-6.01128959791318	1.84053276271984e-09	1.09030544877871e-08
gene-YCR031C	gene-YCR031C	5931.96106448059	2.50561377897131	0.416968327799571	6.00912254461619	1.86530097738302e-09	1.10385711998275e-08
gene-YGL030W	gene-YGL030W	7017.87075509332	3.23646945476851	0.538709788605139	6.00781631079802	1.88038705937837e-09	1.111657395286e-08
gene-YBR296C	gene-YBR296C	2691.27008352199	-4.17333222300728	0.694876496482971	-6.00586182455455	1.90318225153913e-09	1.12399478114684e-08
gene-YOL113W	gene-YOL113W	304.070923092335	-3.26345291641616	0.5434675795485	-6.00487138373066	1.91483633621055e-09	1.12973407702614e-08
gene-YLR080W	gene-YLR080W	144.609383979123	-3.64283985898541	0.606832563208866	-6.00303952003245	1.93657457168691e-09	1.14140531573668e-08
gene-YGR088W	gene-YGR088W	2356.73680714046	-3.50314529844271	0.583728476103895	-6.00132671584657	1.95711735243326e-09	1.1523491171996e-08
gene-YKL014C	gene-YKL014C	419.072454761475	2.77681591023781	0.463233902654526	5.99441425665409	2.04220181096821e-09	1.20123463377011e-08
gene-YER117W	gene-YER117W	4353.5422689495	2.59285459660568	0.432624496604857	5.99331433368622	2.05606880932968e-09	1.2081733637904e-08
gene-YKL125W	gene-YKL125W	573.915971470881	2.87345411749527	0.479660095751371	5.99060489489772	2.09061981561168e-09	1.22724010302758e-08
gene-YNR003C	gene-YNR003C	428.828139304321	2.52076187600451	0.421049013974413	5.98686089348661	2.13929595427104e-09	1.25455194906246e-08
gene-YDR500C	gene-YDR500C	2779.33053912108	2.8130157947749	0.470132360859875	5.98345493518013	2.18453497599792e-09	1.2797953398542e-08
gene-YPL202C	gene-YPL202C	308.772925534986	2.57803052176628	0.431008666996729	5.9813890512458	2.21242732462816e-09	1.29483585147495e-08
gene-YIL114C	gene-YIL114C	105.186578713382	3.01548125637777	0.504291218527761	5.97964260647098	2.23627713525938e-09	1.30748267377139e-08
gene-YLR060W	gene-YLR060W	1615.1929355621	3.83400892805267	0.641206623923317	5.97936575357521	2.24008082089114e-09	1.30839555454452e-08
gene-YER006W	gene-YER006W	1766.89933707118	2.35935362820967	0.394640112664147	5.97849420902016	2.25209617610142e-09	1.31409811875518e-08
gene-YNR007C	gene-YNR007C	432.910118522685	-2.80154370866096	0.469059136142465	-5.97268764808807	2.33376466569541e-09	1.36039129114213e-08
gene-YMR259C	gene-YMR259C	341.136566907661	2.61805474772888	0.438466619170014	5.97093286755709	2.35900804332891e-09	1.37236410097948e-08
gene-YBR056W-A	gene-YBR056W-A	374.052340027231	-3.04127820293468	0.509334501356804	-5.97108225504672	2.35684871520244e-09	1.37236410097948e-08
gene-YLR281C	gene-YLR281C	107.2604549837	-3.37614377695728	0.565521161834933	-5.9699689504152	2.37298742990031e-09	1.3791216786323e-08
gene-YLR405W	gene-YLR405W	177.704972069092	3.00658688859463	0.503895711279561	5.96668481452223	2.42122464042822e-09	1.40575579869638e-08
gene-YML024W	gene-YML024W	4539.99445534334	2.69916107388047	0.453096508608085	5.95714383713154	2.56684314544109e-09	1.48882005503467e-08
gene-YMR303C	gene-YMR303C	9150.11706347151	-2.67871417736461	0.449821176987605	-5.95506462213188	2.59969086476932e-09	1.50637499463048e-08
gene-YMR260C	gene-YMR260C	1632.96818368023	2.65227926729096	0.445439373945204	5.95429910876543	2.61188736035437e-09	1.51194074877656e-08
gene-YPR132W	gene-YPR132W	5373.58385157172	2.34360449838597	0.394136743718195	5.94617105798597	2.74487305386038e-09	1.58734730121658e-08
gene-YNL115C	gene-YNL115C	895.65682214519	-3.64310619590119	0.613010399263512	-5.94297617182044	2.79893133879234e-09	1.61700637246073e-08
gene-YGR183C	gene-YGR183C	1121.83235427363	-2.44098780844608	0.410900932993703	-5.94057499617185	2.84024084513162e-09	1.63924879637419e-08
gene-YBL027W	gene-YBL027W	7093.33625252803	2.48358336213754	0.418277819144353	5.93764060264555	2.8915303860724e-09	1.66720156153483e-08
gene-YOR386W	gene-YOR386W	83.5208582942429	-3.72844866643115	0.628444443340478	-5.93282143861865	2.97772644403298e-09	1.71520570591633e-08
gene-YOL142W	gene-YOL142W	372.916855584114	2.47748469238562	0.41911302349143	5.91125675777594	3.39507337251612e-09	1.95367387856327e-08
gene-YBL014C	gene-YBL014C	295.982653611026	2.52366418658485	0.427170489651372	5.90786172669487	3.46576721483668e-09	1.99238932990857e-08
gene-YDR119W-A	gene-YDR119W-A	1767.68210949829	-3.57176415644497	0.604626029709135	-5.90739396079792	3.47561901400175e-09	1.9960863136516e-08
gene-YDL061C	gene-YDL061C	2502.3424281948	2.5045503969992	0.424227872633048	5.90378557979759	3.5525383117001e-09	2.03668147944013e-08
gene-YDR435C	gene-YDR435C	299.035659263993	-2.85749337729732	0.484013199613624	-5.90375092988866	3.55328491185956e-09	2.03668147944013e-08
gene-YDR312W	gene-YDR312W	391.729762975562	2.65373481163557	0.449546151998999	5.90314209082914	3.56642849072957e-09	2.04220905234613e-08
gene-YOR120W	gene-YOR120W	714.902145962364	-2.63281775760524	0.446286222355696	-5.89939286879185	3.6484157387236e-09	2.08710841524041e-08
gene-YDR256C	gene-YDR256C	5152.34633701914	-4.4515139821664	0.755031632774623	-5.89579798902966	3.72874928516882e-09	2.13097473838982e-08
gene-YER020W	gene-YER020W	1787.70792067672	-2.58495257607205	0.438510511800898	-5.89484745862996	3.75027666512508e-09	2.1411804638948e-08
gene-YER132C	gene-YER132C	240.241309654832	2.59711183597062	0.440902003640184	5.89045142577782	3.85142068332218e-09	2.19677807303861e-08
gene-YOR020C	gene-YOR020C	3038.49195173251	-2.59266614353922	0.440496772729484	-5.88577784003747	3.96186205018052e-09	2.25756494753939e-08
gene-YJR019C	gene-YJR019C	833.056970151382	-2.71625866617397	0.461529718415973	-5.88533859855548	3.97239882007041e-09	2.26136069415715e-08
gene-YOR206W	gene-YOR206W	1509.86062094052	2.55576283265789	0.434435885857055	5.88294594406234	4.03027586157806e-09	2.29207209086822e-08
gene-YOR019W	gene-YOR019W	512.975514119016	-4.08748202354873	0.694862162955107	-5.88243574260181	4.04272310839245e-09	2.2969123016037e-08
gene-YHR037W	gene-YHR037W	726.280818717295	-2.70428869283037	0.4598203539347	-5.88118527092084	4.07338897132647e-09	2.31208410969747e-08
gene-YHR036W	gene-YHR036W	109.950942032719	2.93985451278317	0.500051076144143	5.87910846118396	4.12482042225719e-09	2.33900166801465e-08
gene-YGR111W	gene-YGR111W	729.889669864923	-2.51405694750127	0.427723687302414	-5.87775945577629	4.15856607874795e-09	2.35584787082469e-08
gene-YMR084W	gene-YMR084W	315.018183460635	-4.22676790342639	0.719403569696923	-5.87537799570147	4.21879581516835e-09	2.38765020189208e-08
gene-YMR152W	gene-YMR152W	1015.86462419657	-2.71217154203577	0.461865418295438	-5.87221176256347	4.30018952000484e-09	2.43135715593297e-08
gene-YKL044W	gene-YKL044W	101.742522777793	3.02160288033098	0.514870171238453	5.86866951927494	4.39306090167052e-09	2.48146276488359e-08
gene-YML111W	gene-YML111W	187.017881908967	2.7308739956374	0.465349146271665	5.86844097064949	4.39911961791655e-09	2.48248191204479e-08
gene-YPR163C	gene-YPR163C	2255.67952838749	2.41615632510072	0.411759727166494	5.86787916760921	4.41404733471704e-09	2.48849914957236e-08
gene-YNL195C	gene-YNL195C	1370.01722955915	-4.36554999689521	0.744383142375668	-5.86465456883231	4.50068667673069e-09	2.53489447478027e-08
gene-YDR251W	gene-YDR251W	438.432967920746	-2.53546702221165	0.43236654204076	-5.86416102005557	4.51409266974466e-09	2.53999331995758e-08
gene-YOR210W	gene-YOR210W	690.009353654154	2.3686242293671	0.404143081746269	5.86085556415432	4.60488386793872e-09	2.58858356160139e-08
gene-YOR328W	gene-YOR328W	422.461383227832	-3.62499790526589	0.618709001961383	-5.85897068536938	4.6574489478023e-09	2.61561257078214e-08
gene-YBR141C	gene-YBR141C	214.058262396882	2.75817568332202	0.471129357169191	5.85439145608477	4.78759765563179e-09	2.68611849236649e-08
gene-YBR191W	gene-YBR191W	5189.23727760985	2.92381095829062	0.499453150798682	5.85402445377532	4.79818026621603e-09	2.68946991867152e-08
gene-YPL038W	gene-YPL038W	147.456914164076	2.8487459728234	0.486809249063864	5.8518731480586	4.8606730463578e-09	2.7218836108923e-08
gene-YNL029C	gene-YNL029C	178.507697080602	2.69467944721963	0.460780328836538	5.84807831103304	4.97284442473858e-09	2.78202753771329e-08
gene-YNL210W	gene-YNL210W	78.4638301261968	3.20678879679795	0.548448179776252	5.84702240803536	5.00450112248922e-09	2.79705594346021e-08
gene-YPR148C	gene-YPR148C	1658.47885281159	-2.41385084603212	0.413016124569412	-5.84444698992967	5.0825385427584e-09	2.83795333942539e-08
gene-YHR070W	gene-YHR070W	307.150616793524	2.73825700012248	0.468915829579661	5.83954907766084	5.23422962996297e-09	2.91985945419062e-08
